geometry,SOURCE_SITE_SEQ_NO,HICAP_WELL_NO,WI_UNIQUE_WELL_NO,PWS_ID,PROPERTY_SEQ_NO,OWNER_COMPANY,OWNER_NAME,WATER_USE_CODE,APPROVAL_DATE,COMPLETION_DATE,PUMP_CAPACITY_GPM,PUMP_CAPACITY_GPD,MAX_APPROVED_WDRL_GPD,WELL_DEPTH_FT,ENLARGED_DRILLHOLE_DIAM_IN,LOWER_DRILLHOLE_DIAM_IN,CASING_DIAM_IN,SPECIFIC_CAPACITY_GMFT_AMT,CHIEF_AQUIFER_DESC,WATER_USE_SHORT_DESC,SOURCE_STATUS_DESC
Geocortex.Gis.Geometries.Polygon,11152,1772,HL860,11302181,10985,"COTTAGE GROVE, VILLAGE OF - UTILITY","COTTAGE GROVE, VILLAGE OF - UTILITY",PS11,1993-07-21T00:00:00.0000000,1993-12-09T00:00:00.0000000,725,1044000,1044000,530,50,17,36,9.3,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,3108,3459,LV026,,9641,LA PRAIRIE RETIREMENT VILLAGE LLC,LA PRAIRIE RETIREMENT VILLAGE LLC,DS12,2003-08-14T00:00:00.0000000,1997-05-05T00:00:00.0000000,52,74880,75000,90,8.75,8.75,6,0.3,Sand/Gravel,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3109,3460,LV027,,9641,LA PRAIRIE RETIREMENT VILLAGE LLC,LA PRAIRIE RETIREMENT VILLAGE LLC,DS12,2003-08-14T00:00:00.0000000,1997-05-06T00:00:00.0000000,52,74880,75000,90,8.75,8.75,6,0.3,Sand/Gravel,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3110,3461,LV028,,9641,LA PRAIRIE RETIREMENT VILLAGE LLC,LA PRAIRIE RETIREMENT VILLAGE LLC,DS12,2003-08-14T00:00:00.0000000,1997-05-06T00:00:00.0000000,52,74880,75000,90,8.75,8.75,6,0.3,Sand/Gravel,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3111,3462,TP262,,9641,LA PRAIRIE RETIREMENT VILLAGE LLC,LA PRAIRIE RETIREMENT VILLAGE LLC,DS12,2003-08-14T00:00:00.0000000,2003-08-27T00:00:00.0000000,52,74880,75000,100,6,6,6,1.3,Sand/Gravel,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3112,3463,TP263,,9641,LA PRAIRIE RETIREMENT VILLAGE LLC,LA PRAIRIE RETIREMENT VILLAGE LLC,DS12,2003-08-14T00:00:00.0000000,2003-08-27T00:00:00.0000000,52,74880,75000,100,6,6,6,1.3,Sand/Gravel,Privt/multi residences,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,16603,71547,UX736,,12353,JR CREASER LLC,JR CREASER LLC,IR10,2011-04-26T00:00:00.0000000,2011-05-13T00:00:00.0000000,1000,1440000,1440000,350,22,15,16,7.8,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,16602,71546,RS706,,12353,JR CREASER LLC,JR CREASER LLC,LV10,2011-04-26T00:00:00.0000000,2003-08-26T00:00:00.0000000,16,23040,600,130,10,6,6,1.1,Sandstone,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19504,73457,XE078,,13424,,"HOLTE, JAMES & GAYLE",IR10,2014-05-23T00:00:00.0000000,2014-06-20T00:00:00.0000000,1000,1440000,1440000,115,16,16,16,87.5,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,2066,1968,EJ781,,8903,"EAU CLAIRE, CITY OF - UTILITY","EAU CLAIRE, CITY OF - UTILITY",OT11,1996-09-12T00:00:00.0000000,1996-10-11T00:00:00.0000000,150,216000,216000,227,18,7.875,12,,Sandstone,Groundwater remediation,EXISTING source
Geocortex.Gis.Geometries.Polygon,2065,1967,EJ782,,8903,"EAU CLAIRE, CITY OF - UTILITY","EAU CLAIRE, CITY OF - UTILITY",OT11,1996-09-12T00:00:00.0000000,1996-10-11T00:00:00.0000000,150,216000,216000,287,18,7.875,12,,Sandstone,Groundwater remediation,EXISTING source
Geocortex.Gis.Geometries.Polygon,20217,74110,XB340,,10279,,"CREASER, JOHN",IR10,2016-01-26T00:00:00.0000000,2018-01-29T00:00:00.0000000,700,1008000,1008000,405,24,15,16,6.4,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3558,4269,QV955,,9664,ECWLH HOTEL GROUP LLC,ECWLH HOTEL GROUP LLC,PS42,2003-12-18T00:00:00.0000000,2003-09-18T00:00:00.0000000,60,86400,8000,266,6,6,6,2.2,Sandstone,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,392,77500,BF697,41500646,268,MAPLEWOOD SAN DISTRICT #1,MAPLEWOOD SAN DISTRICT #1,PS11,1982-04-15T00:00:00.0000000,1982-12-30T00:00:00.0000000,100,144000,140000,415,15,8,14,1.7,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,7814,68858,WK846,,7454,BELGIOIOSO CHEESE INC,BELGIOIOSO CHEESE INC,IN32,2007-06-05T00:00:00.0000000,2007-10-30T00:00:00.0000000,200,288000,288000,640,14,10,10,5.6,Sandstone,Dairy manufacturing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,2628,2770,OE816,,9782,,"VERBRICK, BILL & MIKE",IR31,2000-07-11T00:00:00.0000000,2000-07-13T00:00:00.0000000,230,331200,331000,408,14,10,10,1.6,Sandstone,Golf course irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,6288,49215,EV079,,8696,NORTHERN FAMILY FARMS,NORTHERN FAMILY FARMS,IR10,1984-09-11T00:00:00.0000000,1984-10-09T00:00:00.0000000,,,100000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4741,23670,BC732,,6560,BARANCYIAN LANDS,BARANCYIAN LANDS,IR10,1974-07-10T00:00:00.0000000,1959-10-27T00:00:00.0000000,,,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,18071,71736,WQ623,,6560,BARANCYIAN LANDS,BARANCYIAN LANDS,IR10,2011-09-12T00:00:00.0000000,2012-04-02T00:00:00.0000000,1000,1440000,1440000,60,30,30,16,33.3,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,17292,23664,BC726,,6560,BARANCYIAN LANDS,BARANCYIAN LANDS,IR10,1962-05-28T00:00:00.0000000,1962-11-01T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4731,23654,,,6510,OKRAY FAMILY FARMS,OKRAY FAMILY FARMS,IR10,1971-06-07T00:00:00.0000000,1959-05-20T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4821,23767,,,6510,OKRAY FAMILY FARMS,OKRAY FAMILY FARMS,IR10,1971-06-07T00:00:00.0000000,1971-09-13T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4736,23662,BC724,,6510,OKRAY FAMILY FARMS,OKRAY FAMILY FARMS,IR10,1958-09-26T00:00:00.0000000,1958-05-22T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,UNVERIFIED source
Geocortex.Gis.Geometries.Polygon,11486,70743,WO899,,11067,"INDEPENDENCE, CITY OF - UTILITY","INDEPENDENCE, CITY OF - UTILITY",PS11,2009-04-06T00:00:00.0000000,2009-10-07T00:00:00.0000000,400,576000,,225,24,15,24,6.3,,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,20634,91027,YS581,,13853,SMART SAND INC,SMART SAND INC,IN65,2016-08-29T00:00:00.0000000,2017-01-19T00:00:00.0000000,1000,1440000,1440000,290,20,15,16,6.7,,Industrial sand mining,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6843,67572,TN099,,6618,PRAIRIE STAR RANCH INC,PRAIRIE STAR RANCH INC,IR10,2005-03-04T00:00:00.0000000,2006-04-10T00:00:00.0000000,1200,1728000,1728000,59,20,20,16,27.3,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,1666,1379,KO344,,6618,PRAIRIE STAR RANCH INC,PRAIRIE STAR RANCH INC,IR10,1995-08-21T00:00:00.0000000,1995-10-26T00:00:00.0000000,1200,1728000,1728000,57,32,32,16,75,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,1260,706,DN590,,6510,OKRAY FAMILY FARMS,OKRAY FAMILY FARMS,IR10,1991-10-18T00:00:00.0000000,1991-11-13T00:00:00.0000000,1000,1440000,1440000,69,30,30,16,,Sand/Gravel,Agricultural irrigation,REQUIRES filling & sealing
Geocortex.Gis.Geometries.Polygon,19447,73358,YJ604,,13399,ASP INC/HIDDEN WATERS GOLF,ASP INC/HIDDEN WATERS GOLF,IR31,2013-09-04T00:00:00.0000000,2013-07-24T00:00:00.0000000,90,129600,129600,70,6,6,6,5.9,Sand/Gravel,Golf course irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19445,73356,IG838,,13399,ASP INC/HIDDEN WATERS GOLF,ASP INC/HIDDEN WATERS GOLF,PS43,2013-09-04T00:00:00.0000000,1994-07-12T00:00:00.0000000,10,14400,500,302,6,6,6,0.1,,"Restaurants, taverns",APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19446,73357,HW261,,13399,ASP INC/HIDDEN WATERS GOLF,ASP INC/HIDDEN WATERS GOLF,IR31,2013-09-04T00:00:00.0000000,1994-07-28T00:00:00.0000000,50,72000,72000,50,6,6,6,1.6,,Golf course irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,190,75551,BF181,40503518,209,"DENMARK, VILLAGE OF - UTILITY","DENMARK, VILLAGE OF - UTILITY",PS11,1937-02-12T00:00:00.0000000,1937-06-15T00:00:00.0000000,525,756000,432000,456,16,15.25,16,23.3,Limestone/Dolomite,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22587,92693,ZV164,,11204,SHELBY SANITARY DISTRICT #2,SHELBY SANITARY DISTRICT #2,PS11,2019-07-10T11:48:01.0000000,2020-06-30T00:00:00.0000000,500,720000,720000,889,18,17,18,1.6,,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11548,80910,BG151,63203096,11081,"LA CROSSE, CITY OF - UTILITY","LA CROSSE, CITY OF - UTILITY",PS11,1954-10-14T00:00:00.0000000,1954-01-01T00:00:00.0000000,2500,3600000,3600000,160,48,48,30,189.5,Sand/Gravel,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,16076,18946,BC533,,12076,,"RUCK, RYAN & JENNIFER",IR10,1986-02-03T00:00:00.0000000,1986-03-06T00:00:00.0000000,200,288000,288000,272,12.25,12.25,8,4.4,Sand/Gravel,Agricultural irrigation,MAY BE TERMINATED no documentation
Geocortex.Gis.Geometries.Polygon,19122,72888,YJ509,,13043,BRUCHS FARMS INC,BRUCHS FARMS INC,IR10,2013-04-15T00:00:00.0000000,2013-06-11T00:00:00.0000000,1000,1440000,1440000,330,16,15,16,31.8,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7531,68524,WI671,,9961,NORTHWOODS ORCHARD,NORTHWOODS ORCHARD,IR10,2006-11-02T00:00:00.0000000,2006-11-15T00:00:00.0000000,10,14400,288000,198,10,6,6,0.1,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7530,68523,KP164,,9961,NORTHWOODS ORCHARD,NORTHWOODS ORCHARD,DS11,2006-11-02T00:00:00.0000000,1995-10-28T00:00:00.0000000,22,31680,2000,170,8,6,6,11,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,22777,92879,AAA030,,14624,B&L ACRES,B&L ACRES,IR10,2020-03-05T00:00:00.0000000,2020-05-05T00:00:00.0000000,600,864000,864000,191,17.5,17.5,12.75,27.8,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,969,321,BB600,,6462,BULA FARMS INC,BULA FARMS INC,IR10,1984-11-30T00:00:00.0000000,1985-03-27T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,16996,40003,BE269,,12498,EVENSON CONSTRUCTION,EVENSON CONSTRUCTION,IN99,1985-04-19T00:00:00.0000000,1986-04-18T00:00:00.0000000,600,864000,288000,,,,,,,Industrial - other,EXISTING source
Geocortex.Gis.Geometries.Polygon,4524,18901,BC490,,10242,OXFORD FIRE DISTRICT,OXFORD FIRE DISTRICT,OT01,1957-04-04T00:00:00.0000000,1958-10-24T00:00:00.0000000,425,612000,612000,,,,,,,Fire protection,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,17785,72575,YI832,,12684,LINDNER GRAIN FARMS LLC,LINDNER GRAIN FARMS LLC,IR10,2012-12-17T00:00:00.0000000,2013-03-04T00:00:00.0000000,900,1296000,1296000,260,16,16,16,9.6,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4156,10808,,,8449,,"BROOKS, ALLAN",IR10,1976-12-17T00:00:00.0000000,1977-03-11T00:00:00.0000000,800,1152000,1152000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,10571,86431,,,8714,KOHLER CO,KOHLER CO,OT13,1988-04-25T00:00:00.0000000,1980-06-13T00:00:00.0000000,200,288000,200000,,,,,,,Lake and pond levels,EXISTING source
Geocortex.Gis.Geometries.Polygon,11736,2317,MU984,11302423,11117,"MIDDLETON, CITY OF - UTILITY","MIDDLETON, CITY OF - UTILITY",PS11,1997-10-09T00:00:00.0000000,1999-03-22T00:00:00.0000000,,,,820,26,19,26,15.4,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,11648,2280,LK016,11302247,11101,"MADISON, CITY OF - UTILITY","MADISON, CITY OF - UTILITY",PS11,1997-05-28T00:00:00.0000000,1998-04-20T00:00:00.0000000,2200,3168000,,882,40,24,36,15.7,Sandstone,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,12205,88122,BH389,26802391,10955,"BROOKFIELD, TOWN OF -  SAN DIST 4","BROOKFIELD, TOWN OF -  SAN DIST 4",PS11,1977-09-12T00:00:00.0000000,1977-11-02T00:00:00.0000000,500,720000,720000,220,18,12,18,125,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,12207,88123,BH390,26802391,10955,"BROOKFIELD, TOWN OF -  SAN DIST 4","BROOKFIELD, TOWN OF -  SAN DIST 4",PS11,1978-04-04T00:00:00.0000000,1978-01-15T00:00:00.0000000,150,216000,216000,202,12,6,12,30.9,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,112,88117,IZ386,26802534,188,"BROOKFIELD, CITY OF - UTILITY","BROOKFIELD, CITY OF - UTILITY",PS11,1971-01-01T00:00:00.0000000,1971-11-08T00:00:00.0000000,500,720000,518000,200,12,8,12,11.9,Limestone/Dolomite,Public utility,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,20285,74175,YN635,,13715,ORTHOPEDIC ASSOCIATES OF WISCONSIN,ORTHOPEDIC ASSOCIATES OF WISCONSIN,PS31,2014-09-29T00:00:00.0000000,2015-07-31T00:00:00.0000000,90,129600,5000,700,12,8,8,0.3,,Public/non-transient,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10660,88073,FX374,,9128,OAKTON BEACH,OAKTON BEACH,PS23,1981-08-04T00:00:00.0000000,1960-06-01T00:00:00.0000000,75,108000,36000,675,12,10,12,0.8,Sandstone,OTM - multi-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,20286,74176,YN655,,13715,ORTHOPEDIC ASSOCIATES OF WISCONSIN,ORTHOPEDIC ASSOCIATES OF WISCONSIN,PS31,2014-09-29T00:00:00.0000000,2015-09-21T00:00:00.0000000,90,129600,5000,700,12,8,8,0.3,,Public/non-transient,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10661,88074,FX375,,9128,OAKTON BEACH,OAKTON BEACH,PS23,1981-10-08T00:00:00.0000000,1982-01-26T00:00:00.0000000,60,86400,28000,660,12,8,8,0.3,Sandstone,OTM - multi-unit housing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22249,92363,YU459,,14403,BRYN FARM,BRYN FARM,IR10,2018-05-04T00:00:00.0000000,2017-10-01T00:00:00.0000000,100,144000,144000,238,9,6,6,0.3,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22208,92324,ZT990,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-11-28T00:00:00.0000000,230,331200,288000,499,12,8,8,5,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22209,92325,ZT923,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-11-08T00:00:00.0000000,230,331200,288000,500,12,8,5,5.4,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22210,92326,ZT884,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-10-30T00:00:00.0000000,230,331200,288000,500,12,8,8,8,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22211,92327,ZU003,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-12-04T00:00:00.0000000,230,331200,288000,499,12,8,8,3.6,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22212,92328,ZT069,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-10-16T00:00:00.0000000,230,331200,216000,500,12,7.785,8,13.3,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22213,92329,ZT095,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2018-06-29T00:00:00.0000000,2018-10-22T00:00:00.0000000,230,331200,216000,500,12,7.88,8,13.3,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3365,3922,DH951,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,PS31,2003-04-25T00:00:00.0000000,1979-07-05T00:00:00.0000000,45,64800,75000,350,6,5,6,,Sandstone,Public/non-transient,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3366,3923,,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2003-04-25T00:00:00.0000000,1979-05-24T00:00:00.0000000,40,57600,18000,,,,,,,Non-dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,3368,3925,WP290,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,LV20,2003-04-25T00:00:00.0000000,2003-06-23T00:00:00.0000000,55,79200,75000,400,6,6,6,0.9,Sandstone,Non-dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,8956,70174,WN980,,9614,DAYBREAK FOODS INC,DAYBREAK FOODS INC,IN31,2009-02-26T00:00:00.0000000,2009-04-02T00:00:00.0000000,150,216000,216000,508,13,7.78,8,1.6,Sandstone,Food manufacturing,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4254,12426,HN166,,8830,WI DNR - LAKE MILLS WILDLIFE AREA,WI DNR - LAKE MILLS WILDLIFE AREA,OT13,1983-04-08T00:00:00.0000000,1984-01-01T00:00:00.0000000,50,72000,72000,740,17.5,13,14,12.7,Limestone/Dolomite,Lake and pond levels,EXISTING source
Geocortex.Gis.Geometries.Polygon,3987,8138,BB954,,7904,WEINZIRL FAMILY TRUST ,WEINZIRL FAMILY TRUST ,IR10,1979-08-21T00:00:00.0000000,1976-06-01T00:00:00.0000000,500,720000,720000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,22343,92455,ZS638,,8302,HUNTSINGER FARMS INC,HUNTSINGER FARMS INC,IR10,2018-07-12T00:00:00.0000000,2018-08-13T00:00:00.0000000,700,1008000,1000000,283,16,7.875,16,0,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,1213,637,DN545,,8302,HUNTSINGER FARMS INC,HUNTSINGER FARMS INC,IR10,1991-05-23T00:00:00.0000000,1991-05-22T00:00:00.0000000,1000,1440000,1440000,144,16,16,16,,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,10547,86201,BG968,45904606,8954,NSH N4231 STATE HWY 22 LLC,NSH N4231 STATE HWY 22 LLC,PS12,1983-11-09T00:00:00.0000000,1984-01-09T00:00:00.0000000,50,72000,173000,,10,10,10,1.1,Sand/Gravel,Hospitals/health inst,EXISTING source
Geocortex.Gis.Geometries.Polygon,3511,4215,RB800,,9666,,"KUKUCZKA, RANDY",IR10,2003-11-07T00:00:00.0000000,2005-11-03T00:00:00.0000000,1000,1440000,1440000,76,30,30,16,20.5,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,21302,91543,WZ120,610025900,14070,GREENWOOD ACRES LLC,GREENWOOD ACRES LLC,IN32,2016-04-19T00:00:00.0000000,2012-10-19T00:00:00.0000000,25,36000,33000,300,8,6,6,0.1,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,21303,91544,WZ116,610025900,14070,GREENWOOD ACRES LLC,GREENWOOD ACRES LLC,IN32,2016-04-19T00:00:00.0000000,2012-10-04T00:00:00.0000000,25,36000,33000,300,8,6,6,0.1,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,21304,91545,WZ119,610025900,14070,GREENWOOD ACRES LLC,GREENWOOD ACRES LLC,IN32,2016-04-19T00:00:00.0000000,2012-10-12T00:00:00.0000000,25,36000,33000,300,8,6,6,0.1,,Dairy manufacturing,EXISTING source
Geocortex.Gis.Geometries.Polygon,23254,93324,AAR817,,7970,JEREMIAH'S BULLFROG FISH FARM,JEREMIAH'S BULLFROG FISH FARM,AQ10,2021-10-08T11:47:31.0000000,2022-05-25T00:00:00.0000000,150,216000,200000,75,12,12,8,8.3,,Aquaculture,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19920,73830,XB334,,13588,,"CREASER, JOHN",IR10,2014-08-29T00:00:00.0000000,2015-02-12T00:00:00.0000000,300,432000,423000,365,18,12,12,12,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4076,8243,CG646,,7970,JEREMIAH'S BULLFROG FISH FARM,JEREMIAH'S BULLFROG FISH FARM,AQ10,1990-01-30T00:00:00.0000000,1990-05-20T00:00:00.0000000,600,864000,864000,76,8,8,8,26.7,Sand/Gravel,Aquaculture,EXISTING source
Geocortex.Gis.Geometries.Polygon,3992,8148,BB961,,7902,,"LEMLER, LARRY & ANN",IR10,1976-12-27T00:00:00.0000000,1977-06-01T00:00:00.0000000,,,489000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,191,75552,BF182,40503518,209,"DENMARK, VILLAGE OF - UTILITY","DENMARK, VILLAGE OF - UTILITY",PS11,1975-10-16T00:00:00.0000000,1976-06-01T00:00:00.0000000,600,864000,864000,210,26,17,18,23.3,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,22546,92652,ZE341,,14514,IRREV JEWCZYK FAMILY TRUST,IRREV JEWCZYK FAMILY TRUST,IR10,2019-04-03T00:00:00.0000000,2019-06-03T00:00:00.0000000,750,1080000,1080000,71,20,20,16,35.3,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7792,68833,NF634,,7876,,"JENSEN, MARK",DS11,2007-05-16T00:00:00.0000000,1999-05-25T00:00:00.0000000,10,14400,14400,55,6,6,6,2.5,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,1329,810,EO688,,7876,,"JENSEN, MARK",IR10,1992-03-18T00:00:00.0000000,1992-04-30T00:00:00.0000000,1000,1440000,1440000,70,32,32,16,52.6,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,19285,73107,YI258,,7876,,"JENSEN, MARK",DS11,2013-06-18T00:00:00.0000000,2013-06-19T00:00:00.0000000,10,14400,2000,119,8.8,8.8,5,0.1,Sand/Gravel,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,7791,68832,TY617,,7876,,"JENSEN, MARK",IR10,2007-05-16T00:00:00.0000000,2007-05-17T00:00:00.0000000,800,1152000,1152000,75,30,30,16,60,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,17829,72347,,,12429,,"BORK, DENNIS & DEBRAH",DS11,2012-09-06T00:00:00.0000000,1971-10-25T00:00:00.0000000,15,21600,3000,,,,,,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,17830,72348,KB562,,12429,,"BORK, DENNIS & DEBRAH",LV20,2012-09-06T00:00:00.0000000,1997-04-22T00:00:00.0000000,15,21600,10000,53,10,6,6,1.2,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,5043,24029,BD069,,7203,PARAMOUNT LAND LLC,PARAMOUNT LAND LLC,IR10,1976-11-26T00:00:00.0000000,1976-11-15T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5040,24026,BD066,,7203,PARAMOUNT LAND LLC,PARAMOUNT LAND LLC,IR10,1976-11-26T00:00:00.0000000,1976-11-17T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5090,24102,BD132,,6749,JOE SANKEY FARMS,JOE SANKEY FARMS,IR10,1978-01-30T00:00:00.0000000,1978-04-24T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5042,24028,BD068,,7203,PARAMOUNT LAND LLC,PARAMOUNT LAND LLC,IR10,1976-11-26T00:00:00.0000000,1976-11-18T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4972,23946,BC994,,6687,,"HAMBACH, DOUGLAS A",IR10,1978-12-13T00:00:00.0000000,1974-06-04T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,22225,92341,ZA567,,12546,OKRAY FAMILY FARMS,OKRAY FAMILY FARMS,IR10,2018-04-25T00:00:00.0000000,2018-05-16T00:00:00.0000000,1000,1440000,1440000,50,24,24,16,30,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,642,88257,BH466,46904022,350,"WAUPACA, CITY OF - UTILITY","WAUPACA, CITY OF - UTILITY",PS11,1950-03-27T00:00:00.0000000,1950-01-01T00:00:00.0000000,450,648000,978000,45,48,26,38,28.1,Sand/Gravel,Public utility,EXISTING source
