TaxYear,Name,SchoolDist,TotalAssessedValu,AssessedLandValu,AssessedImprovementValu,EstimatedFairMarketValu,NetPropTax,GrossPropTax,PropClass,AuxPropClass,AssessedAcres,DeedAcres,GISAcres,Longitude,Latitude,PropClassDesc
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,139400,13100,126300,139000,2458.24,0,2,none,0,0.45,0.445574978,-89.14622511,44.45813755,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,23000,4400,18600,22900,346.99,0,1,none,0,0,0.201233603,-89.14591469,44.45828918,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4400,79.81,0,1,none,0,0,0.14610524,-89.14603547,44.45790018,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4400,79.81,0,1,none,0,0,0.199739009,-89.14561715,44.45809502,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,96000,4400,91600,95700,1671.04,0,1,none,0,0,0.194155363,-89.14592594,44.45776209,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,16600,4400,12200,16500,230.91,0,1,none,0,0,0.198286323,-89.14549471,44.4579365,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,44500,4400,40100,44400,736.96,0,1,none,0,0,0.194159777,-89.14580168,44.45760398,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,18800,4400,14400,18700,270.81,0,1,none,0,0,0.195121568,-89.14537394,44.45777698,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,72400,4400,68000,72200,1565,0,1,none,0,0,0.19438069,-89.14567765,44.45744574,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,53700,4400,49300,53500,903.83,0,1,none,0,0,0.194233172,-89.14525042,44.45761817,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,37200,6500,30700,37100,1148.54,0,1,none,0,0,0.299941419,-89.14551744,44.45724622,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,71500,7300,64200,71300,1226.66,0,1,none,0,0,0.335643633,-89.14507522,44.45740675,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,78000,6500,71500,77800,1344.57,0,2,none,0.2,0.2,0.201248097,-89.14569563,44.45837765,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,70100,5200,64900,69900,1823.28,0,2,none,0,0,0.160467556,-89.14690056,44.45792104,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,244500,16300,228200,243800,4364.53,0,2,none,0,0,0.4987473,-89.14672434,44.45765766,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,23.59,0,2,none,0,0,0.039257493,-89.14706931,44.45763267,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,7300,7300,0,7300,132.41,0,2,none,0,0,0.280680657,-89.1471092,44.45738816,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,24600,4400,20200,24500,376.01,0,2,none,0,0,0.190701725,-89.14652389,44.45740126,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,43800,22700,21100,43700,724.26,0,1,none,0,0,0.6219429,-89.14658922,44.45719412,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,50300,4600,45700,50100,842.16,0,1,none,0,0,0.178386069,-89.14745004,44.45966322,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4900,4900,0,4900,88.87,0,2,none,0,0,0.19771006,-89.14702264,44.45985039,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55800,4400,51400,55600,941.91,0,1,none,0,0,0.227055873,-89.14687015,44.45970316,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,43300,4400,38900,43200,1037.19,0,1,none,0,0,0.200695505,-89.1473041,44.459515,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,76400,4600,71800,76200,1315.56,0,1,none,0,0,0.211198131,-89.14717085,44.4593633,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,67300,4200,63100,67100,1472.48,0,1,none,0,0,0.19183897,-89.14672692,44.45953592,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,57700,4700,53000,57500,976.38,0,1,none,0,0,0.216751127,-89.14704091,44.45920379,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55300,4400,50900,55100,1017.84,0,1,none,0,0,0.185203189,-89.14660015,44.45938195,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,55000,6500,48500,54800,927.39,0,2,none,0.2,0,0.201987482,-89.14693435,44.45903805,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4400,79.81,0,2,none,0.2,0,0.200585071,-89.14649274,44.45921625,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,37200,10900,26300,37100,604.54,0,2,none,0,0,0.403577335,-89.14659016,44.45896835,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,21600,2600,19000,21500,733.59,0,2,none,0,0,0.078821974,-89.14669426,44.458644,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,45600,4800,40800,45500,756.92,0,1,none,0,0,0.184722961,-89.14609297,44.45881004,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,40500,2700,37800,40400,664.4,0,1,none,0,0,0.106041793,-89.14622813,44.45869111,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,34800,6700,28100,34700,561.01,0,2,none,0.28,0.28,0.279602441,-89.14648094,44.45882123,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,21500,4300,17200,21400,731.78,0,1,none,0.17,0,0.180465408,-89.14656878,44.45854441,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,61000,13600,47400,60800,1036.22,0,1,none,0,0,0.403061826,-89.14830242,44.45930953,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,82300,13500,68800,82000,1422.57,0,1,none,0,0,0.43288347,-89.14820395,44.45913966,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,79800,13600,66200,79600,1377.22,0,1,none,0,0,0.441553229,-89.14809726,44.45897234,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,80500,13600,66900,80300,1389.92,0,1,none,0,0,0.449078044,-89.14798258,44.45881009,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,4,none,0,0,1.236418124,-89.14763347,44.45821693,Agriculture
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,4,none,0,0,0.241597826,-89.14787822,44.45869059,Agriculture
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,31000,3800,27200,30900,492.1,0,2,none,0,0,0.114440809,-89.14733061,44.45851944,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,66500,13200,53300,66300,1135.98,0,1,none,0,0,0.511334093,-89.14841537,44.45951059,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,101500,20700,80800,101200,1770.81,0,1,none,0,0,0.494737171,-89.14867222,44.45996351,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,80600,14400,66200,80400,1391.72,0,1,none,0,0,0.40025745,-89.14853703,44.45972683,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,4,none,0,0,0.049426872,-89.14747918,44.45874887,Agriculture
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,61100,5900,55200,60900,1038.04,0,1,none,0,0,0.217965273,-89.14814609,44.46060861,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,59000,6900,52100,58800,999.96,0,1,none,0,0,0.342994725,-89.14797373,44.46038654,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4400,4400,0,4400,79.81,0,1,none,0,0,0.200751453,-89.14758681,44.46063372,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,17500,4400,13100,17400,247.23,0,1,none,0,0,0.200798445,-89.14746314,44.46047487,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,36200,5300,30900,36100,586.41,0,1,none,0,0,0.243166983,-89.14779277,44.46015484,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,63600,4400,59200,63400,1083.38,0,1,none,0,0,0.198723295,-89.14765592,44.45998035,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,61600,8700,52900,61400,1369.11,0,1,none,0,0,0.401549202,-89.14727761,44.4602366,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,101200,20800,80400,100900,1765.36,0,1,none,0,0,0.48915667,-89.14886933,44.46022633,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,76300,14600,61700,76100,1313.74,0,1,none,0,0,0.348970454,-89.14905661,44.46043626,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,69600,20000,49600,69400,1192.21,0,1,none,0,0,0.504484869,-89.14923103,44.46064081,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,52800,3800,49000,52600,887.5,0,2,none,0,0,0.119473788,-89.14723578,44.45839706,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,21100,1800,19300,21000,312.53,0,2,none,0,0,0.055048966,-89.14716481,44.45830593,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,44500,1700,42800,44400,736.96,0,2,none,0,0,0.039441382,-89.14713255,44.45825411,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,77700,13900,63800,77500,1339.13,0,1,none,0,0,1.819942041,-89.15010496,44.45832022,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,400,400,0,400,7.26,0,1,none,0,0,0.188040385,-89.14972067,44.45864146,Residential
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,2,none,0,0,9.383776038,-89.15107293,44.45467543,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,7400,7400,0,0,134.23,0,"4,5M",none,8.7,8.7,8.280415719,-89.13713044,44.46010216,"['Agricultural', 'Agricultural Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,5300,5300,0,0,96.13,0,"4,5M",none,7.8,7.8,8.159347596,-89.13715231,44.4578959,"['Agricultural', 'Agricultural Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,38100,38100,0,0,691.05,0,"5,6",none,24.5,24.5,21.24920369,-89.14107371,44.45977558,"['Undeveloped', 'Productive Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,3700,2400,1300,3700,29.03,0,2,none,0,0.45,0.437827308,-89.14228941,44.45818497,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,2300,2300,0,2300,41.72,0,2,none,0,0,0.43484194,-89.14158413,44.45852503,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,6700,6700,0,0,121.51,0,"4,5M",none,7.68,7.68,8.376602673,-89.13991363,44.45775721,"['Agricultural', 'Agricultural Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,204700,15900,188800,0,3642.64,0,"1,4,5,5M",none,31.05,31.05,31.25032927,-89.14060062,44.45533324,"['Residential', 'Agricultural', 'Undeveloped', 'Agricultural Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0.92,1.022234706,-89.14320933,44.45509438,none
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,15000,15000,0,15000,272.07,0,2,none,7.48,7.48,7.844319384,-89.14360555,44.45577034,Commercial
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,111200,24800,86400,0,1946.74,0,"1,4,5,5M",none,20,20,20.52277375,-89.13722825,44.45537282,"['Residential', 'Agricultural', 'Undeveloped', 'Agricultural Forest']"
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,2.27,2.139284448,-89.14275831,44.45648802,none
2017,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,2,none,0,0,9.505311885,-89.13742069,44.45899737,Commercial
2018,VILLAGE OF BIG FALLS,MARION SD,5500,5500,0,6400,111.84,119.76,1,none,0,1,0.930667094,-89.01503266,44.62151353,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,167400,6200,161200,193600,3352.87,3645.1,1,none,0,0.8,0.810464073,-89.01572411,44.62135156,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,1.85,1.859537875,-89.01634621,44.62212292,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3700,3700,0,4300,75.24,80.57,1,none,0,1.5,1.425212369,-89.01759762,44.62231441,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3700,3700,0,4300,75.24,80.57,1,none,1.5,1.5,1.246381965,-89.01851674,44.6222632,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3700,3700,0,4300,75.24,80.57,1,none,0,1.5,1.539115882,-89.01934691,44.62219024,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3700,3700,0,4300,75.24,80.57,1,none,0,1.75,1.765884178,-89.0202511,44.62219261,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3700,3700,0,4300,75.24,80.57,1,none,0,1.4,1.360098425,-89.02124322,44.62227394,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,23200,23000,200,26800,420.53,505.18,1,none,0,1.4,1.577640949,-89.02136256,44.62146488,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,25000,25000,0,28900,508.38,544.37,1,none,0,3,2.953152093,-89.01996213,44.62113861,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,25000,25000,0,28900,508.38,544.37,1,none,0,3,3.137377488,-89.01856176,44.62108626,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,5000,5000,0,5800,101.67,108.87,1,none,0,0.5,0.45334598,-89.01636529,44.62140153,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,64100,23000,41100,74100,1252.23,1395.76,1,none,1.8,1.8,1.830903806,-89.01725031,44.62150082,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,13,12.78689197,-89.0137607,44.62205954,none
2018,VILLAGE OF BIG FALLS,MARION SD,4200,3500,700,4900,49.84,91.46,2,none,0,0,1.354994104,-89.01370033,44.62057452,Commercial
2018,VILLAGE OF BIG FALLS,MARION SD,5500,5500,0,6400,111.84,119.76,1,none,0,0.6,0.671642224,-89.01447503,44.62135948,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,38400,2500,35900,44400,729.63,836.16,1,none,0.84,0.84,0.858358057,-89.01670116,44.61919574,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,10.61,10.61,none,W8,0,6.06,5.560142923,-89.01215208,44.62085926,none
2018,VILLAGE OF BIG FALLS,MARION SD,110500,15000,95500,127800,2195.79,2406.11,1,none,1.04,1.04,1.097249387,-89.01575369,44.61930018,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0.29,0.333066833,-89.01564193,44.61968579,none
2018,VILLAGE OF BIG FALLS,MARION SD,18700,18700,0,0,0,407.18,6,W8,11,38,37.7075335,-89.00914027,44.62079763,Productive Forest
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0,0.647013993,-89.0089246,44.62241821,none
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0,0.557851821,-89.00954787,44.62216184,none
2018,VILLAGE OF BIG FALLS,MARION SD,1000,1000,0,1200,20.34,21.78,1,none,0,0,0.227020696,-89.01710616,44.61917904,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,50500,1800,48700,58400,975.67,1099.62,1,none,0,0,0.227019265,-89.01735955,44.61917486,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1500,1000,500,1700,17.8,32.66,1,none,0,0,0.22701727,-89.01761293,44.61917068,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,27200,1800,25400,31500,501.86,592.27,1,none,0,0,0.227016101,-89.01786632,44.6191665,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,8400,1800,6600,9700,119.56,182.9,1,none,0,0,0.227013229,-89.01811971,44.61916232,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1900,1000,900,2200,22.54,41.37,1,none,0,0,0.227012364,-89.0183731,44.61915814,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.433194785,-89.01862524,44.61934082,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.432346385,-89.0188786,44.61933587,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,3300,1800,1500,3800,39.15,71.85,1,none,0,0,0.431501098,-89.01913196,44.61933092,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,500,500,0,600,10.16,10.88,1,none,0,0,0.420498867,-89.01950743,44.61912867,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,2700,2500,200,3100,32.04,58.79,1,none,0,0,0.849437118,-89.01969456,44.61941642,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,22500,1800,20700,26000,406.28,489.92,1,none,0,0,0.428149485,-89.02013388,44.61931135,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,6200,1800,4400,7200,74.82,135,1,none,0,0,0.556623902,-89.0204256,44.61930565,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.297138847,-89.02067901,44.6193007,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.425611181,-89.02089396,44.6192965,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.422069567,-89.02114706,44.61928912,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,2100,1800,300,2400,24.93,45.73,1,none,0,0,0.415118823,-89.02140039,44.61927864,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,34100,1800,32300,39400,642.18,742.52,1,none,0,0,0.660159695,-89.02173315,44.61926385,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,50500,4500,46000,58400,975.67,1099.62,1,none,0,0,0.173290203,-89.01711223,44.61971309,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4500,4500,0,5200,91.51,97.99,1,none,0,0,0.206127986,-89.01736675,44.61975076,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,31300,2000,29300,36200,585.24,681.55,1,none,0,0,0.396406879,-89.01774458,44.61971841,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,5000,4000,1000,5800,59.33,108.87,1,none,0,0,0.104261521,-89.01776655,44.62011803,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,5200,4500,700,6000,61.7,113.23,1,none,0,0,0.267482977,-89.01812128,44.61981985,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X3,0,0,0.049434965,-89.01850666,44.62008687,none
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,0,0.08081649,-89.01877801,44.62009908,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,9900,4500,5400,11500,150.07,215.57,1,none,0,0,0.144696463,-89.01902088,44.6201364,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,51200,5500,45700,59200,989.91,1114.87,1,none,0,0,0.331855962,-89.01937603,44.62014361,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,0,0.154259035,-89.01971091,44.62010021,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1200,1200,0,1400,24.4,26.13,1,none,0,0,0.063486395,-89.01997282,44.61999205,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1200,1200,0,1400,24.4,26.13,1,none,0,0,0.056273956,-89.02023195,44.61996592,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1200,1200,0,1400,24.4,26.13,1,none,0,0,0.055239455,-89.02049033,44.61994655,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,0,0.101277444,-89.02076217,44.61997655,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,0,0.199180169,-89.0210016,44.62004229,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,4300,4300,0,5000,87.44,93.63,1,none,0,0,0.247946024,-89.02125006,44.62006743,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,5000,5000,0,5800,101.67,108.87,1,none,0,0,0.598692222,-89.02166052,44.6200687,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0,7.885081755,-89.01518835,44.61794188,none
2018,VILLAGE OF BIG FALLS,MARION SD,59800,58600,1200,69200,1164.8,1302.14,"1,6",none,8.14,8.14,8.669683107,-89.01263804,44.61651374,"['Residential', 'Productive Forest']"
2018,VILLAGE OF BIG FALLS,MARION SD,5000,5000,0,5800,101.67,108.87,1,none,0,0,0.945957483,-89.01560734,44.61879588,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,600,600,0,700,12.2,13.06,1,none,0,0,0.185244957,-89.013804,44.61752403,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,8700,4000,4700,10100,125.67,189.44,1,none,0,1.6,1.605612066,-89.01202938,44.61832469,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,1.8,1.801326762,-89.01270097,44.61819402,none
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,1.3,1.325323779,-89.01347857,44.61809103,none
2018,VILLAGE OF BIG FALLS,MARION SD,59200,28000,31200,0,1152.6,1289.07,"4,5,5M,7",none,34,34,37.16247396,-89.01945286,44.61729497,"['Agricultural', 'Undeveloped', 'Agricultural Forest', 'Other']"
2018,VILLAGE OF BIG FALLS,MARION SD,50300,1800,48500,58200,971.62,1095.28,1,none,0,0,0.302520488,-89.01787878,44.6161214,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,16700,1800,14900,19300,288.35,363.64,1,none,0,0,0.286627122,-89.01756858,44.61612718,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,2800,1800,1000,3200,33.23,60.97,1,none,0,0,0.375549219,-89.01721957,44.61613573,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,25900,1800,24100,30000,475.45,563.98,1,none,0,0,0.307046428,-89.01786362,44.61567783,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0,0.298756385,-89.01755543,44.61568412,none
2018,VILLAGE OF BIG FALLS,MARION SD,22600,1800,20800,26100,408.33,492.11,1,none,0,0,0.384998357,-89.0172072,44.61569303,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,35300,1800,33500,40800,666.58,768.65,1,none,0.14,0.14,0.150195697,-89.01654151,44.61521935,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,30600,1800,28800,35400,571.01,666.31,1,none,0,0,0.284526705,-89.01653595,44.61498095,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,13900,13900,0,0,282.66,302.67,"4,5,5M",none,30,30,29.78232873,-89.01988429,44.61346903,"['Agricultural', 'Undeveloped', 'Agricultural Forest']"
2018,VILLAGE OF BIG FALLS,MARION SD,500,500,0,600,10.16,10.88,1,none,0,0,0.170348803,-89.0170493,44.61454418,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,700,700,0,800,14.24,15.25,1,none,0,0,0.454210619,-89.01705574,44.61477041,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,39200,1800,37400,45300,745.89,853.57,1,none,0.3,0.3,0.294946487,-89.01693865,44.61511417,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,0,0,0,0,0,0,none,X4,0,0,0.495782898,-89.01745216,44.61510536,none
2018,VILLAGE OF BIG FALLS,MARION SD,39500,6700,32800,0,751.99,860.1,"4,7",none,7,7,8.781064091,-89.01721766,44.61314553,"['Agricultural', 'Other']"
2018,VILLAGE OF BIG FALLS,MARION SD,45900,3000,42900,0,882.14,999.47,"1,4",none,1,1,1.021569321,-89.01682874,44.61418002,"['Residential', 'Agricultural']"
2018,VILLAGE OF BIG FALLS,MARION SD,6000,6000,0,0,122.01,130.65,"4,5M",none,17,17,16.25561179,-89.01263945,44.61371912,"['Agricultural', 'Agricultural Forest']"
2018,VILLAGE OF BIG FALLS,MARION SD,25200,1800,23400,29200,461.19,548.72,1,none,0,0,0.179114633,-89.01652941,44.61472581,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,33300,1800,31500,38500,625.91,725.1,1,none,0,0,0.287097844,-89.01652089,44.61446751,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,29200,1800,27400,33800,542.54,635.83,1,none,0,0,0.260860898,-89.01667072,44.61556869,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,300,300,0,300,6.11,6.54,1,none,0,0,0.064154929,-89.01667295,44.61567933,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,1800,1800,0,2100,36.6,39.19,1,none,0,0,0.335610042,-89.01667672,44.61581545,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,300,300,0,300,6.11,6.54,1,none,0,0,0.067712096,-89.01668313,44.61595303,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,44900,1800,43100,51900,861.8,977.69,1,none,0,0,0.24244226,-89.01668616,44.61605934,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,52000,5500,46500,60200,1006.18,1132.29,2,none,0,0,0.318714078,-89.01669314,44.61625273,Commercial
2018,VILLAGE OF BIG FALLS,MARION SD,51400,1800,49600,59500,993.98,1119.22,1,none,0,0,0.22313992,-89.01670771,44.61657923,Residential
2018,VILLAGE OF BIG FALLS,MARION SD,12400,3000,9400,14300,200.91,270.01,2,none,0,0,0.28632541,-89.01582663,44.61562669,Commercial
2018,VILLAGE OF BIG FALLS,MARION SD,3000,3000,0,3500,61.01,65.33,2,none,0,0,0.283892106,-89.01583789,44.61588537,Commercial
2018,VILLAGE OF BIG FALLS,MARION SD,40100,1800,38300,46400,764.19,873.17,1,none,0.28,0.28,0.278556972,-89.01513857,44.61620529,Residential
