OID_,X,Y,FID,OBJECTID,LATITUDE,LONGITUDE,SITE_NAME,SITE_NO,SITE_TYPE,SOURCE,OBJECTID_1,OBS_DATE,SITE_NO_1,SITE_NAM_1,OBS_TYPE,OBS,UNIT
74832,-9914188.768063450232148,5519978.089981400407851,74832,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73332,2009/09/20 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,89.000000000000000,CFS
74833,-9914188.768063450232148,5519978.089981400407851,74833,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73333,2011/05/22 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,206.099999999999994,CFS
74834,-9914188.768063450232148,5519978.089981400407851,74834,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73334,2011/06/19 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,228.099999999999994,CFS
74835,-9914188.768063450232148,5519978.089981400407851,74835,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73335,2011/07/15 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,174.000000000000000,CFS
74836,-9914188.768063450232148,5519978.089981400407851,74836,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73336,2011/08/26 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,163.800000000000011,CFS
74837,-9914188.768063450232148,5519978.089981400407851,74837,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73337,2011/09/23 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,184.199999999999989,CFS
74838,-9914188.768063450232148,5519978.089981400407851,74838,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73338,2012/05/24 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,165.500000000000000,CFS
74839,-9914188.768063450232148,5519978.089981400407851,74839,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73339,2012/06/24 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,149.400000000000006,CFS
74840,-9914188.768063450232148,5519978.089981400407851,74840,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73340,2012/07/22 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,100.400000000000006,CFS
74841,-9914188.768063450232148,5519978.089981400407851,74841,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73341,2012/08/19 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,129.500000000000000,CFS
74842,-9914188.768063450232148,5519978.089981400407851,74842,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73342,2012/09/23 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,125.599999999999994,CFS
74843,-9914188.768063450232148,5519978.089981400407851,74843,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73343,2013/08/18 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,106.400000000000006,CFS
74844,-9914188.768063450232148,5519978.089981400407851,74844,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73344,2013/09/24 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,83.700000000000003,CFS
74845,-9914188.768063450232148,5519978.089981400407851,74845,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73345,2013/05/19 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,193.099999999999994,CFS
74846,-9914188.768063450232148,5519978.089981400407851,74846,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73346,2013/06/23 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,198.300000000000011,CFS
74847,-9914188.768063450232148,5519978.089981400407851,74847,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73347,2013/07/27 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,92.400000000000006,CFS
74848,-9914188.768063450232148,5519978.089981400407851,74848,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73348,2014/05/10 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,246.800000000000011,CFS
74849,-9914188.768063450232148,5519978.089981400407851,74849,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73349,2014/06/29 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,209.500000000000000,CFS
74850,-9914188.768063450232148,5519978.089981400407851,74850,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73350,2014/07/27 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,193.699999999999989,CFS
74851,-9914188.768063450232148,5519978.089981400407851,74851,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73351,2014/08/24 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,180.000000000000000,CFS
74852,-9914188.768063450232148,5519978.089981400407851,74852,16892,44.351360999999997,-89.060672999999994,Waupaca River At Riverside Park South Of Hwy 54/22,10020691.000000000000000,ST,WDNR,73352,2014/09/21 00:00:00+00,10020691.000000000000000,Waupaca River At Riverside Park South Of Hwy 54/22,ST,209.300000000000011,CFS
74853,-9925646.549261849373579,5547788.452388639561832,74853,16900,44.529730000000001,-89.163600000000002,S Branch Little Wolf Upstream Of Madson Rd Bridge,10020698.000000000000000,ST,WDNR,73353,2004/04/23 00:00:00+00,10020698.000000000000000,S Branch Little Wolf Upstream Of Madson Rd Bridge,ST,19.100000000000001,CFS
74854,-9925646.549261849373579,5547788.452388639561832,74854,16900,44.529730000000001,-89.163600000000002,S Branch Little Wolf Upstream Of Madson Rd Bridge,10020698.000000000000000,ST,WDNR,73354,2004/06/08 00:00:00+00,10020698.000000000000000,S Branch Little Wolf Upstream Of Madson Rd Bridge,ST,24.300000000000001,CFS
74855,-9925646.549261849373579,5547788.452388639561832,74855,16900,44.529730000000001,-89.163600000000002,S Branch Little Wolf Upstream Of Madson Rd Bridge,10020698.000000000000000,ST,WDNR,73355,2003/10/02 00:00:00+00,10020698.000000000000000,S Branch Little Wolf Upstream Of Madson Rd Bridge,ST,17.199999999999999,CFS
74856,-9925646.549261849373579,5547788.452388639561832,74856,16900,44.529730000000001,-89.163600000000002,S Branch Little Wolf Upstream Of Madson Rd Bridge,10020698.000000000000000,ST,WDNR,73356,2005/05/11 00:00:00+00,10020698.000000000000000,S Branch Little Wolf Upstream Of Madson Rd Bridge,ST,21.800000000000001,CFS
74857,-9987558.553875260055065,5487296.314856600016356,74857,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73357,2016/07/10 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,30.510000000000002,CFS
74858,-9987558.553875260055065,5487296.314856600016356,74858,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73358,2016/08/12 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,41.530000000000001,CFS
74859,-9987558.553875260055065,5487296.314856600016356,74859,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73359,2016/09/11 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,63.509999999999998,CFS
74860,-9987558.553875260055065,5487296.314856600016356,74860,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73360,2017/05/31 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,69.900000000000006,CFS
74861,-9987558.553875260055065,5487296.314856600016356,74861,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73361,2017/07/03 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,78.480000000000004,CFS
74862,-9987558.553875260055065,5487296.314856600016356,74862,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73362,2017/08/01 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,47.280000000000001,CFS
74863,-9987558.553875260055065,5487296.314856600016356,74863,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73363,2017/09/01 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,33.930000000000000,CFS
74864,-9987558.553875260055065,5487296.314856600016356,74864,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73364,2017/10/01 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,34.869999999999997,CFS
74865,-9987558.553875260055065,5487296.314856600016356,74865,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73365,2018/06/02 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,61.469999999999999,CFS
74866,-9987558.553875260055065,5487296.314856600016356,74866,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73366,2018/07/02 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,63.729999999999997,CFS
74867,-9987558.553875260055065,5487296.314856600016356,74867,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73367,2018/08/01 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,34.060000000000002,CFS
74868,-9987558.553875260055065,5487296.314856600016356,74868,16893,44.141052000000002,-89.719764999999995,Big Roche A Cri at Beaver Ave,10028791.000000000000000,ST,WDNR,73368,2018/09/01 00:00:00+00,10028791.000000000000000,Big Roche A Cri at Beaver Ave,ST,74.280000000000001,CFS
74869,-9930585.795110449194908,5515962.036491280421615,74869,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73369,2011/05/15 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,9.000000000000000,CFS
74870,-9930585.795110449194908,5515962.036491280421615,74870,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73370,2011/06/27 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,8.400000000000000,CFS
74871,-9930585.795110449194908,5515962.036491280421615,74871,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73371,2011/07/30 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,8.600000000000000,CFS
74872,-9930585.795110449194908,5515962.036491280421615,74872,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73372,2011/08/28 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.400000000000000,CFS
74873,-9930585.795110449194908,5515962.036491280421615,74873,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73373,2011/10/02 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,8.400000000000000,CFS
74874,-9930585.795110449194908,5515962.036491280421615,74874,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73374,2012/05/20 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.300000000000000,CFS
74875,-9930585.795110449194908,5515962.036491280421615,74875,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73375,2012/06/24 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.100000000000000,CFS
74876,-9930585.795110449194908,5515962.036491280421615,74876,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73376,2012/07/15 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.600000000000000,CFS
74877,-9930585.795110449194908,5515962.036491280421615,74877,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73377,2012/08/04 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.500000000000000,CFS
74878,-9930585.795110449194908,5515962.036491280421615,74878,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73378,2012/10/07 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.300000000000000,CFS
74879,-9930585.795110449194908,5515962.036491280421615,74879,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73379,2013/08/03 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.100000000000000,CFS
74880,-9930585.795110449194908,5515962.036491280421615,74880,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73380,2013/09/22 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.400000000000000,CFS
74881,-9930585.795110449194908,5515962.036491280421615,74881,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73381,2013/05/18 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,8.600000000000000,CFS
74882,-9930585.795110449194908,5515962.036491280421615,74882,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73382,2013/06/30 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.600000000000000,CFS
74883,-9930585.795110449194908,5515962.036491280421615,74883,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73383,2014/04/20 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.400000000000000,CFS
74884,-9930585.795110449194908,5515962.036491280421615,74884,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73384,2014/06/01 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,9.000000000000000,CFS
74885,-9930585.795110449194908,5515962.036491280421615,74885,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73385,2014/08/09 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.200000000000000,CFS
74886,-9930585.795110449194908,5515962.036491280421615,74886,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73386,2014/10/16 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,8.900000000000000,CFS
74887,-9930585.795110449194908,5515962.036491280421615,74887,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73387,2015/08/09 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,3.636000000000000,CFS
74888,-9930585.795110449194908,5515962.036491280421615,74888,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73388,2015/09/27 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.099000000000000,CFS
74889,-9930585.795110449194908,5515962.036491280421615,74889,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73389,2015/10/25 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.098000000000000,CFS
74890,-9930585.795110449194908,5515962.036491280421615,74890,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73390,2015/06/21 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.553000000000000,CFS
74891,-9930585.795110449194908,5515962.036491280421615,74891,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73391,2016/04/17 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.306000000000000,CFS
74892,-9930585.795110449194908,5515962.036491280421615,74892,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73392,2016/05/15 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.649000000000000,CFS
74893,-9930585.795110449194908,5515962.036491280421615,74893,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73393,2016/06/09 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.519000000000000,CFS
74894,-9930585.795110449194908,5515962.036491280421615,74894,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73394,2016/07/01 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.169000000000000,CFS
74895,-9930585.795110449194908,5515962.036491280421615,74895,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73395,2016/08/07 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.015000000000000,CFS
74896,-9930585.795110449194908,5515962.036491280421615,74896,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73396,2016/09/27 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.092000000000000,CFS
74897,-9930585.795110449194908,5515962.036491280421615,74897,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73397,2016/10/28 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.970000000000000,CFS
74898,-9930585.795110449194908,5515962.036491280421615,74898,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73398,2017/04/23 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.135000000000000,CFS
74899,-9930585.795110449194908,5515962.036491280421615,74899,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73399,2017/07/30 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.728000000000000,CFS
74900,-9930585.795110449194908,5515962.036491280421615,74900,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73400,2017/08/22 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,3.918000000000000,CFS
74901,-9930585.795110449194908,5515962.036491280421615,74901,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73401,2017/09/06 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.508000000000000,CFS
74902,-9930585.795110449194908,5515962.036491280421615,74902,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73402,2017/10/18 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.179000000000000,CFS
74903,-9930585.795110449194908,5515962.036491280421615,74903,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73403,2017/05/21 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.074000000000000,CFS
74904,-9930585.795110449194908,5515962.036491280421615,74904,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73404,2017/06/14 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,6.934000000000000,CFS
74905,-9930585.795110449194908,5515962.036491280421615,74905,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73405,2018/04/24 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,15.279999999999999,CFS
74906,-9930585.795110449194908,5515962.036491280421615,74906,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73406,2018/05/16 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.665000000000000,CFS
74907,-9930585.795110449194908,5515962.036491280421615,74907,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73407,2018/06/18 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.208000000000000,CFS
74908,-9930585.795110449194908,5515962.036491280421615,74908,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73408,2018/07/27 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,4.279000000000000,CFS
74909,-9930585.795110449194908,5515962.036491280421615,74909,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73409,2018/08/30 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.449000000000000,CFS
74910,-9930585.795110449194908,5515962.036491280421615,74910,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73410,2018/09/23 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,18.190000000000001,CFS
74911,-9930585.795110449194908,5515962.036491280421615,74911,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73411,2018/10/22 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,3.486000000000000,CFS
74912,-9930585.795110449194908,5515962.036491280421615,74912,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73412,2019/05/05 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,9.394000000000000,CFS
74913,-9930585.795110449194908,5515962.036491280421615,74913,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73413,2019/05/25 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,10.022000000000000,CFS
74914,-9930585.795110449194908,5515962.036491280421615,74914,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73414,2019/06/29 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,11.300000000000001,CFS
74915,-9930585.795110449194908,5515962.036491280421615,74915,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73415,2019/07/27 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.723000000000000,CFS
74916,-9930585.795110449194908,5515962.036491280421615,74916,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73416,2019/08/31 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,5.799000000000000,CFS
74917,-9930585.795110449194908,5515962.036491280421615,74917,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73417,2019/09/21 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,7.420000000000000,CFS
74918,-9930585.795110449194908,5515962.036491280421615,74918,16706,44.325558000000001,-89.207970000000003,Hartman Creek 100 yds DS from dam,10039603.000000000000000,ST,WDNR,73418,2019/10/24 00:00:00+00,10039603.000000000000000,Hartman Creek 100 yds DS from dam,ST,9.026999999999999,CFS
74919,-9928828.060294799506664,5514460.381029089912772,74919,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73419,2010/05/05 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,18.300000000000001,CFS
74920,-9928828.060294799506664,5514460.381029089912772,74920,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73420,2010/05/23 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,16.199999999999999,CFS
74921,-9928828.060294799506664,5514460.381029089912772,74921,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73421,2010/07/25 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,19.800000000000001,CFS
74922,-9928828.060294799506664,5514460.381029089912772,74922,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73422,2010/08/29 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,16.800000000000001,CFS
74923,-9928828.060294799506664,5514460.381029089912772,74923,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73423,2010/10/10 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,17.399999999999999,CFS
74924,-9928828.060294799506664,5514460.381029089912772,74924,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73424,2011/04/17 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,23.699999999999999,CFS
74925,-9928828.060294799506664,5514460.381029089912772,74925,16704,44.315907000000003,-89.192179999999993,Emmons Creek at Rural Road,693116.000000000000000,ST,WDNR,73425,2011/05/21 00:00:00+00,693116.000000000000000,Emmons Creek at Rural Road,ST,22.699999999999999,CFS
