FID,SITE_SEQ_N,SOURCE_SIT,SOURCE_TYP,WDRL_YEAR,USE_DESC,WATER_US_1,METHOD_COD,REPORT_COM,WDRL_FLAG,JAN_WDRL_G,FEB_WDRL_G,MAR_WDRL_G,APR_WDRL_G,MAY_WDRL_G,JUN_WDRL_G,JUL_WDRL_G,AUG_WDRL_G,SEP_WDRL_G,OCT_WDRL_G,NOV_WDRL_G,DEC_WDRL_G,ANNUAL_WDR,Shape__Area,Shape__Length
4890,21774,17929,Groundwater,2013,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,6180000,12360000,5780000,403700,0,0,24723700,4952172.289,8901.541781
6488,4197,7675,Groundwater,2010,agricultural irrigation,IR10,TFM, ,Y,0,0,0,755000,3320000,4100000,9144000,7405000,0,0,0,0,24724000,4980805.328,8927.12909
21156,19338,15671,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4946400,7419600,12366000,0,0,0,0,24732000,10328963.23,13743.70904
6261,3921,3166,Groundwater,2012,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,1767000,15903000,7068000,0,0,0,0,24738000,5090257.973,9024.68547
15247,22429,18580,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3529000,3927000,8639000,7624000,1025000,0,0,0,24744000,5057154.719,8995.515389
7885,7807,4715,Groundwater,2010,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,3866400,6959520,6959520,6959520,0,0,0,0,24744960,5054670.422,8993.148867
19353,7763,1571,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,14122710,6906060,3720990,0,0,0,0,24749760,5072194.313,9008.884993
14993,12830,4768,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3067500,6195000,6195000,5197500,4095000,0,0,0,24750000,5144614.406,9072.711399
19520,11976,5690,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2163600,5230800,12387600,4968000,0,0,0,0,24750000,5087990.387,9022.727928
23080,6325,721,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1166307,3881607,9974522,8582781,1146226,0,0,24751443,5043873.125,8984.195983
944,11859,5982,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3112320,2048640,14559360,5031480,0,0,0,24751800,5061025.715,8998.478029
21841,8061,771,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,193563,0,5407927,9504825,9645508,0,0,24751823,5031475.945,8972.910449
1569,3984,5127,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,3014400,4128000,10867200,6744000,0,0,24753600,5019951.383,8972.032601
21358,10648,856,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2511450,8418300,6785250,5313750,1731900,0,0,0,24760650,5037254.961,8977.527161
12461,7327,6630,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4162200,13893600,6363000,348600,0,0,0,24767400,5106040.816,9038.656877
1665,6517,4735,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,2064000,5904000,6576000,7584000,2640000,0,0,0,0,24768000,15087855.78,15770.33302
11592,6689,5042,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,1020000,18660000,5100000,0,0,0,24780000,5056863.32,8995.758967
12204,13052,731,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2460000,8400000,3840000,8100000,1980000,0,0,24780000,5009163.496,8953.093883
14689,19755,16042,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3660000,7140000,8820000,5160000,0,0,0,0,24780000,5078844.688,9014.588862
12465,4120,6012,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,514745,6471084,11471467,5294523,1029491,0,0,0,24781310,5162836.258,9089.676246
16018,4136,5954,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1540043,4322104,10698984,8223208,0,0,0,0,24784339,5160439.031,9086.654225
6928,8851,5650,Groundwater,2013,agricultural irrigation,IR10,THM,NO,Y,0,0,0,0,630000,10780000,10740000,2636000,0,0,0,0,24786000,5092927.191,9025.983798
17842,13139,5911,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,991301,9777254,2547705,6939104,4533463,0,0,0,24788827,5060221.383,8997.87086
17893,11941,6088,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,991301,9777254,2547705,6939104,4533463,0,0,0,24788827,5053446.492,8992.245116
14939,11619,5709,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1502400,5844480,9468480,6528960,1446240,0,0,0,24790560,4999262.922,8953.273469
12017,7760,726,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1765029,9707657,7942629,4147817,1235520,0,0,0,24798652,4849820.582,8810.502468
10605,11974,5693,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1238790,5820120,10974690,6766170,0,0,0,0,24799770,5060735.09,8999.393987
11440,22639,18786,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4994220,10002720,7331520,2474127,0,0,0,24802587,5034651.574,8976.879048
23705,6739,1853,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,975610,5190311,14948097,3689095,0,0,0,0,24803113,4908008.621,8861.767818
20206,6439,884,Groundwater,2017,agricultural irrigation,IR10,TFM, ,Y,0,0,0,4350,16880,4271460,9064040,10117030,1329730,0,0,0,24803490,4985173.188,8931.455628
23492,5185,1812,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,707581,4075740,10732789,6782297,2509756,0,0,24808163,6180399.438,10005.68869
23734,23376,19468,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1218871,6087282,8268887,6911299,2326899,0,0,0,24813238,5002399.301,8946.482769
10749,11976,5690,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2408400,17578800,4831200,0,0,0,0,24818400,5087990.387,9022.727928
22315,12902,7735,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,599400,5988600,14936400,3294000,0,0,0,0,24818400,5155478.016,9082.511507
18651,13817,5832,Groundwater,2016,agricultural irrigation,IR10,THM,Used 700 GPM,Y,0,0,0,0,0,9618000,8232000,4872000,2100000,0,0,0,24822000,4941418.195,8891.958757
21383,5306,5049,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2880000,5810000,5882000,5162000,5090000,0,0,0,24824000,5040327.516,8992.548304
10755,3936,4934,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,729000,3685500,13081500,6885000,445500,0,0,0,24826500,5115303.918,9061.252931
11193,5511,2567,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2185500,2650200,10320000,9675000,0,0,0,0,24830700,5005872.293,8953.334533
12392,5307,7363,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7392660,13338600,4101240,0,0,0,0,24832500,5112787.785,9044.733446
2459,12996,902,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1250500,3850100,12200000,7540300,0,0,0,0,24840900,5009149.805,8952.473043
23605,12903,4952,Groundwater,2018,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,999662,7073429,11750269,5017618,0,0,0,0,24840978,5168016.023,9094.865487
13564,7817,4828,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,1738800,2525000,3645000,11658600,2737800,2538000,0,0,0,24843200,10307149.77,13669.9407
185,9048,1006,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2769737,529509,12382354,9164571,0,0,0,0,24846171,4985173.188,8931.455628
7706,5525,5738,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,638430,2121600,8914932,9355710,3819270,0,0,0,24849942,5039265.605,8980.475728
10481,11736,6021,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7300000,16200000,250000,1100000,0,0,0,24850000,5106697.426,9039.394736
12411,11785,1618,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,2520000,1680000,1146000,11178000,4236000,4092000,0,0,0,24852000,5076733.254,9010.469222
24414,25071,21076,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4600000,8000000,7688888,4566000,0,0,0,24854888,5023015.77,8965.450434
22983,7794,4821,Groundwater,2018,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,1532079,12732244,10291792,303997,0,0,0,24860112,5121447.324,9052.669938
18884,6537,1666,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2933040,7193340,9754140,4984320,0,0,0,0,24864840,5150056.398,9077.505574
7456,7961,1639,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,9117600,10299360,5454720,0,0,0,24871680,5160439.031,9086.654225
20288,22435,18586,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1854600,3587300,10632200,8800200,0,0,0,0,24874300,5000708.914,8938.762907
4259,10545,1658,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,9856080,9990000,3726000,1308960,0,0,0,24881040,4973056.898,8926.133737
17352,21186,17405,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,15642000,9240000,0,0,0,0,24882000,4401950.969,8410.557977
24058,9138,5137,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7722000,9612000,7560000,0,0,0,0,24894000,5199333.891,9122.063414
18812,12862,1331,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3866000,15271000,5760000,0,0,0,0,24897000,5143630.918,9072.364564
7529,7843,5055,Groundwater,2013,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,1974000,9468000,10812000,2646000,0,0,0,24900000,5086390.215,9022.191623
20158,10390,4733,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2760000,12480000,8040000,1620000,0,0,0,24900000,10328963.23,13743.70904
76,10553,1116,Groundwater,2010,, ,THM, ,Y,0,0,0,1912680,5849820,3930660,7583220,5625180,0,0,0,0,24901560,5027448.348,8972.396824
10603,10698,3706,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2533680,7453620,10403100,4511160,0,0,0,0,24901560,5060735.09,8999.393987
22259,11833,6058,Groundwater,2018,agricultural irrigation,IR10,THM,Beans,Y,0,0,0,0,400200,4045500,10709700,8073600,1674750,0,0,0,24903750,5187682.52,9111.156883
10139,4282,5694,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,4444200,13856400,6604200,0,0,0,24904800,5127755.02,9057.917924
3904,9344,919,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1136640,12268320,9846240,1656000,0,0,0,24907200,4953482.563,8903.410475
21228,11640,4859,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8294400,12302400,4310400,0,0,0,0,24907200,5176451.145,9100.893328
4163,9212,1104,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,596000,4830000,11751000,5832000,1899000,0,0,0,24908000,5353481.559,9257.107403
20119,12862,1331,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8270000,10760000,5880000,0,0,0,0,24910000,5143630.918,9072.364564
14475,10574,5746,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2064660,2423070,10522200,8195460,1704690,0,0,0,24910080,5060065.656,8998.072279
14519,21662,17822,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,9800000,11400000,3712000,0,0,0,24912000,5002838.77,8946.978675
14760,6517,4735,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,684000,1620000,8316000,12096000,2196000,0,0,0,24912000,15087855.78,15770.33302
19597,9292,6054,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,238494,4316557,5966054,4879484,7998078,1514493,0,0,24913160,5000846.211,8958.197207
22994,5270,4741,Groundwater,2018,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,712166,4650000,11900826,7513043,137536,0,0,0,24913571,5121447.324,9052.669938
20617,13083,2023,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1991342,10573066,0,10000000,2354651,0,0,24919059,4992011.59,8937.5229
105,10378,5164,Groundwater,2010,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,7158240,5616000,6430320,5719680,0,0,0,0,24924240,5112787.785,9044.733446
241,4138,5955,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1585440,1852560,9571680,11914560,0,0,0,24924240,4830352.129,8792.645901
12105,9185,6574,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4236069,14581851,6109714,0,0,0,0,24927634,5058663.059,9003.35587
22854,5322,1356,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,249405,2992860,4988100,6733935,6235125,2494050,1247025,0,0,24940500,7465376.727,11157.29972
22944,9140,1401,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,249405,2992860,4988100,6733935,6235125,2494050,1247025,0,0,24940500,6862268.367,10589.1057
10562,21922,18073,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1603800,8872000,7938000,6534000,0,0,0,0,24947800,5104855.066,9037.568491
4340,8749,4939,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1188000,5940000,6534000,6534000,4752000,0,0,0,24948000,10564729.22,13888.94131
7487,6549,1061,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2988000,14328000,7632000,0,0,0,0,24948000,10406075.29,13867.56507
9459,11714,4810,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,6210000,7344000,11394000,0,0,0,0,24948000,5112894.297,9045.443075
17785,12857,5857,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1296000,5500800,8308800,9844800,0,0,0,24950400,5061116.059,8998.823361
12072,7853,5776,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4545627,14099863,6313371,0,0,0,0,24958861,5337905.664,9242.936576
14737,10586,6061,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3565240,3980550,10480620,5580420,1352650,0,0,0,24959480,3981723.77,8033.134492
3551,9280,4756,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,120000,180000,10620000,10380000,3660000,0,0,24960000,5037966.836,8979.749667
6973,11703,9015,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4740000,11940000,6000000,2280000,0,0,0,24960000,5106808.434,9039.458743
7324,10383,1420,Groundwater,2012,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,472479,5276002,10000818,4331063,4331063,551226,0,0,24962651,5089930.523,9027.175105
21649,13975,756,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,619177,8606018,14890194,857550,0,0,24972939,5017559.512,8960.08345
22474,5266,4713,Groundwater,2018,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,3568035,11695227,9712985,0,0,0,0,0,24976247,5003537.746,8974.032439
5254,12875,1747,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,330000,1848000,9042000,10428000,3333000,0,0,0,24981000,5111565.039,9043.815357
15139,4162,1854,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,547800,5337600,12404400,3891000,2808000,0,0,0,24988800,5037656.59,8980.009525
17895,3943,4891,Groundwater,2016,agricultural irrigation,IR10,OTH, ,Y,0,0,0,0,0,2091743,10458715,8366972,4073394,0,0,0,24990824,10652077.84,13929.36674
15913,12815,749,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1394280,0,12880080,7912620,2808540,0,0,0,24995520,4999332.953,8944.145508
7672,3929,4712,Groundwater,2013,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,5000000,19000000,1000000,0,0,0,0,25000000,5003537.746,8974.032439
21301,21440,17602,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3118000,8232000,9408000,4242000,0,0,0,25000000,4739613.969,8711.18119
24400,8846,7869,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7000000,15000000,3000000,0,0,0,0,25000000,4916015.676,8880.781531
10834,10374,4940,Groundwater,2014,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,2054700,16445700,3998700,2502900,0,0,0,25002000,5104855.066,9037.568491
8165,13011,1624,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,8880000,9840000,3420000,2880000,0,0,25020000,5125849.773,9058.118725
20108,11662,4904,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,360000,7800000,13860000,3000000,0,0,0,0,25020000,5155927.203,9058.335844
23541,11687,5026,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8544000,13920000,2560000,0,0,0,0,25024000,5214205.02,9147.971537
1189,7788,6036,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3645000,12681000,8703000,0,0,0,0,25029000,5088900.992,9024.39665
3449,5514,2271,Groundwater,2012,golf course irrigation,IR31,THM, ,Y,0,0,0,2730000,3500000,3900000,4800000,5000000,3300000,1800000,0,0,25030000,4464639.484,8471.365478
12796,11454,8542,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,7032000,11500000,6500000,0,0,0,25032000,5152925.352,9080.501138
23345,15,54,Groundwater,2018,public utility,PS11,TFM, ,Y,2077000,1663000,2421000,1711000,1935000,2447000,3975000,2271000,1638000,1683000,1538000,1675000,25034000,5049114.852,8944.759658
22239,7768,1593,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,52875,52875,52875,52875,1045500,6594300,8945400,8027400,52875,52875,52875,52875,25035600,5036133.363,8976.930361
13142,7796,4720,Groundwater,2014,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,7060040,17650100,325848,0,0,0,0,25035988,5091419.875,9026.07387
24106,22535,18685,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1600000,8350000,13050000,1500000,542466,0,0,0,25042466,5018790.113,8961.076296
22664,11665,7535,Groundwater,2018,agricultural irrigation,IR10,OTH, ,Y,0,0,0,0,0,1212452,13044905,9579622,1207924,0,0,0,25044903,10406075.29,13867.56507
12141,10104,7660,Groundwater,2014,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,19512100,5536900,0,0,0,0,25049000,4858821.012,8823.288841
12441,10444,1958,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,486000,4806000,11988000,6264000,1512000,0,0,0,25056000,5155478.016,9082.511507
902,22802,18942,Groundwater,2013,agricultural irrigation,IR10,THM,taken by phone cjf.,Y,0,0,0,0,0,5040000,7560000,7560000,4900000,0,0,0,25060000,4974500.805,8921.413594
11801,6728,6069,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1590240,14341440,7950240,1181540,0,0,0,25063460,4221945.449,8278.492283
8418,119,158,Groundwater,2013,public utility,PS11,TFM, ,Y,1469000,1478000,2528000,2619000,2833000,3516000,2103000,1835000,1984000,1778000,1387000,1541000,25071000,4958219.922,8907.382499
11355,10378,5164,Groundwater,2014,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,7443900,16582860,1045980,0,0,0,0,25072740,5112787.785,9044.733446
11838,4289,1140,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1248000,5460000,12441000,5928000,0,0,0,0,25077000,5021864.125,8962.14904
14623,19864,16151,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1872000,5928000,9204000,6084000,1989000,0,0,0,25077000,4958219.922,8907.382499
24300,8055,5907,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1900934,14959522,8221429,0,0,0,0,25081885,3729995.66,7821.814654
1769,6500,4827,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1819800,17123400,6134400,5400,0,0,0,25083000,5176451.145,9100.893328
10420,10372,7811,Groundwater,2014,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,1992000,11952000,9960000,1195200,0,0,0,25099200,5112325.914,9008.786999
8741,11876,1986,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3951150,4175900,6700150,9151695,1121650,0,0,0,25100545,4993627.777,8938.658591
2680,5424,5874,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,882930,5944530,5472000,7599810,5204100,0,0,0,0,25103370,5147193.953,9076.60811
10862,12891,4955,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7560000,13770000,3780000,0,0,0,0,25110000,5139887.406,9077.952536
22545,7843,5055,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1722000,15200000,7434000,756000,0,0,0,25112000,5086390.215,9022.191623
11295,4854,7823,Groundwater,2014,golf course irrigation,IR31,TFM, ,Y,0,0,0,1220000,0,10912000,0,10436000,0,2544000,0,0,25112000,4414854.375,8422.966328
22622,9084,1101,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2011605,8443580,4941634,6421405,3296272,0,0,0,25114496,3861834.277,7925.169541
2427,6803,951,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,935820,11225520,8827110,4127220,0,0,0,25115670,4967485.73,8915.284034
4387,6700,5778,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4662000,16908000,0,3546000,0,0,0,25116000,5115012.84,9046.548941
20814,10349,4692,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7548000,11158800,6405600,5100,0,0,0,25117500,5093581.688,9027.809187
13122,5266,4713,Groundwater,2014,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,9055859,14095641,1968665,0,0,0,0,25120165,5003537.746,8974.032439
897,5237,821,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,0,8225280,12672000,4226400,0,0,25123680,4942901.25,8900.666889
20602,4227,6071,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,8176000,8700000,8252000,0,0,0,25128000,5034269.359,8975.638105
25011,4227,6071,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4252200,8176036,8700771,4001500,0,0,0,25130507,5034269.359,8975.638105
18556,9009,843,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,567900,1679100,8572000,8882400,5006200,429600,0,0,25137200,5019635.141,8962.839527
10813,9189,5070,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,390000,5070000,14490000,5190000,0,0,0,0,25140000,10843394.68,14075.44448
14995,3911,4797,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,9262950,3496500,3524250,8341650,521700,0,0,0,25147050,5123056.074,9055.471162
20446,11913,5836,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,514800,1605600,1094400,11247300,9414300,1270800,0,0,25147200,5039265.605,8980.475728
19574,7879,5965,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,6600000,8700000,7150000,1500000,1200000,0,0,25150000,5115764.824,9047.636967
20863,3946,4840,Groundwater,2017,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,0,984332,12219300,10997370,950390,0,0,0,25151392,5035401.523,8977.029707
2933,7522,730,Groundwater,2011,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,8820000,10878000,5460000,0,0,0,0,25158000,5037254.961,8977.527161
7543,10433,5069,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,252000,11886000,9303000,3717000,0,0,0,25158000,5077729.809,9014.259945
3967,12465,3464,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1132000,5425000,10463000,5457000,2685000,0,0,0,25162000,10692154.13,13865.30647
11824,4152,6024,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1580450,14450320,7960650,1175780,0,0,0,25167200,4054111.719,8102.807737
2959,10533,1499,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2894400,11107200,10435800,736200,0,0,0,25173600,5095789.48,9029.654474
14287,3944,5866,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8987288,13337288,2811864,40678,0,0,0,25177118,5069901.477,9006.736658
19436,3944,5866,Groundwater,2017,agricultural irrigation,IR10,OTH, ,Y,0,0,0,0,0,8987288,13337288,2811864,40678,0,0,0,25177118,5069901.477,9006.736658
5975,11669,5189,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,6000,504000,17970000,5238000,1464000,0,0,0,25182000,4281258.473,8308.785499
5926,4130,5901,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4442100,16150170,4590000,0,0,0,0,25182270,5021732.219,8963.912417
23316,25567,21573,Groundwater,2018,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,1226026,2740799,12016589,9200054,0,0,0,25183468,5051555.047,8990.444271
10723,17109,10987,Groundwater,2014,public utility,PS11,TFM, ,Y,3781000,0,4593000,0,3864000,0,4316000,0,1992000,2535000,2353000,1752000,25186000,5179716.734,9104.052503
8239,12911,5184,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,7421000,6387000,9662000,1717000,0,0,0,25187000,10361149.72,13758.05947
8863,7786,5702,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,751500,3613500,13594500,7231500,0,0,0,0,25191000,5053446.492,8992.245116
13831,8582,2844,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1065600,3412200,11609400,8262000,842400,0,0,0,25191600,5154706.309,9083.328131
17262,7573,5149,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,7500,0,157500,12097500,9547500,2242500,1140000,0,0,25192500,5077282,9015.12599
8596,11454,8542,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2200000,8400000,10200000,4400000,0,0,0,25200000,5152925.352,9080.501138
12130,7428,3783,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,2880000,3000000,6600000,6000000,4500000,2220000,0,0,0,25200000,5211484.516,9145.752627
23009,7852,1599,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1080000,10440000,12000000,1680000,0,0,0,0,25200000,5044025.895,8976.180195
22291,12813,5769,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,5700,11696400,11023800,2479500,0,0,0,0,25205400,5031961.91,8973.225931
13212,20298,16424,Surface Water,2014,cranberry irrigation,IR23,COTH, ,Y,0,0,0,0,2736900,2014880,2643880,2643880,2643880,6271938,0,6271938,25227296,5151874.301,9079.821597
